,actor1,actor2,admin1,admin2,admin3,assoc_actor_1,assoc_actor_2,country,data_id,event_date,event_id_cnty,event_id_no_cnty,event_type,fatalities,geo_precision,inter1,inter2,interaction,iso,iso3,latitude,location,longitude,notes,region,source,source_scale,sub_event_type,time_precision,timestamp,year
3376,Military Forces of Mali (2012-2013),,Gao,Gao,Gao,,,Mali,4912646,2013-02-01,MLI559,559,Strategic developments,0,1,1,0,10,466,MLI,16.2717,Gao,-0.0447,Movement of forces: Military Forces of Mali have substantially reinforced their presence in Gao with a force made up of Tuareg tribesmen.,Western Africa,All Africa,Regional,Change to group/activity,1,1552577496,2013
3377,MUJAO: Movement for Unity and Jihad in West Africa,Military Forces of Mali (2012-2013),Gao,Gao,Gao,,,Mali,5281624,2013-02-01,MLI558,558,Explosions/Remote violence,2,2,2,1,12,466,MLI,16.2717,Gao,-0.0447,MUJAO landmines killed 2 Malian soldiers near Gao.,Western Africa,AFP,International,Remote explosive/landmine/IED,1,1561469185,2013
3378,Unidentified Armed Group (Mali),Military Forces of Mali (2012-2013),Gao,Gao,Gao,,,Mali,5281622,2013-01-31,MLI554,554,Explosions/Remote violence,4,2,3,1,13,466,MLI,16.2717,Gao,-0.0447,4 Malian soldiers killed & 5 others were wounded when their vehicle was hit by a land mine in eastern Mali.,Western Africa,AP,International,Remote explosive/landmine/IED,1,1561469185,2013
3379,Military Forces of Mali (2012-2013),Civilians (Mali),Tombouctou,Tombouctou,Tombouctou,,Ansar Dine,Mali,5281623,2013-01-31,MLI555,555,Violence against civilians,0,1,1,7,17,466,MLI,16.7705,Timbuktu,-3.0056,Malian soldiers allegedly carried out torture on 3 Ansar Dine prisoners of war.,Western Africa,AP,International,Attack,1,1561469185,2013
3380,Protesters (Mali),,Mopti,Douentza,Douentza Commune,Military Forces of Mali (2012-2013),,Mali,4912743,2013-01-31,MLI557,557,Protests,0,1,6,0,60,466,MLI,14.9951,Douentza,-2.9517,"Malian troops protest against non-payment of salaries, refusing to advance to Gao and waiting instead in Douentza.",Western Africa,All Africa,Regional,Peaceful protest,1,1552577496,2013
3381,Military Forces of France (2012-2017),Ansar Dine,Kidal,Kidal,Kidal,,,Mali,7027852,2013-01-31,MLI552,552,Explosions/Remote violence,0,2,8,2,28,466,MLI,18.4400,Kidal,1.4100,French forces bombed Islamist positions near Kidal.,Western Africa,AFP,International,Remote explosive/landmine/IED,1,1585692283,2013
3382,Military Forces of France (2012-2017),Ansar Dine,Kidal,Tessalit,Adjelhoc,,,Mali,7027853,2013-01-31,MLI556,556,Explosions/Remote violence,0,1,8,2,28,466,MLI,19.4695,Aguelhok,0.8560,French troops are carrying out air strikes on Jihadist strongholds in Aguelhok near Kidal.,Western Africa,All Africa,Regional,Air/drone strike,1,1585692283,2013
3383,Military Forces of France (2012-2017),Ansar Dine,Kidal,Tessalit,Adjelhoc,,,Mali,7027854,2013-01-30,MLI550,550,Explosions/Remote violence,0,1,8,2,28,466,MLI,19.4695,Aguelhok,0.8560,French troops are carrying out air strikes on Jihadist strongholds in Aguelhok near Kidal.,Western Africa,All Africa,Regional,Air/drone strike,1,1585692283,2013
3384,Military Forces of France (2012-2017),,Tombouctou,Tombouctou,Tombouctou,,,Mali,7027855,2013-01-30,MLI549,549,Strategic developments,0,1,8,0,80,466,MLI,16.7705,Timbuktu,-3.0056,"French troops seized control of Timbuktu, Islamists fled into the Kidal mountains.",Western Africa,All Africa,Regional,Non-violent transfer of territory,1,1585692283,2013
3385,MNLA: National Movement for the Liberation of Azawad,,Kidal,Kidal,Kidal,,,Mali,4912861,2013-01-30,MLI548,548,Strategic developments,0,1,2,0,20,466,MLI,18.4400,Kidal,1.4100,"MNLA Tuareg rebels seized control of Kidal, placing 30 vehicles to block the entrance to the town. They met no resistance.",Western Africa,All Africa,Regional,Non-violent transfer of territory,1,1552577496,2013
3386,Military Forces of Mali (2012-2013),Civilians (Mali),Segou,Niono,Diabaly,,Women (Mali),Mali,5204455,2013-01-30,MLI551,551,Violence against civilians,2,2,1,7,17,466,MLI,14.6800,Diabaly,-6.0160,Malian troops carried out an attack on Muslim civilians in a village near Diabali. Unspecific number killed & women abducted.,Western Africa,All Africa,Regional,Attack,2,1559160532,2013
3387,Ansar Dine,MNLA: National Movement for the Liberation of Azawad,Kidal,Kidal,Kidal,,,Mali,4912954,2013-01-29,MLI546,546,Battles,0,1,2,2,22,466,MLI,18.4400,Kidal,1.4100,MNLA seized Kidal from the Islamists.,Western Africa,All Africa,Regional,Non-state actor overtakes territory,1,1552577496,2013
3388,Ansar Dine,MNLA: National Movement for the Liberation of Azawad,Kidal,Abeibara,Tinzawatene,,,Mali,4912955,2013-01-29,MLI547,547,Battles,0,1,2,2,22,466,MLI,19.9625,Tin Zaouaten,2.8575,MNLA seized Tinzaouaten from the Islamists.,Western Africa,All Africa,Regional,Non-state actor overtakes territory,1,1552577496,2013
3389,Rioters (Mali),Ansar Dine,Tombouctou,Tombouctou,Tombouctou,,,Mali,5281619,2013-01-29,MLI545,545,Riots,0,1,5,2,25,466,MLI,16.7705,Timbuktu,-3.0056,Timbuktu residents attacked suspected Islamist extremists.,Western Africa,AP,International,Mob violence,1,1561469185,2013
3390,Military Forces of France (2012-2017),,Kidal,Kidal,Kidal,,,Mali,7027856,2013-01-29,MLI544,544,Strategic developments,0,1,8,0,80,466,MLI,18.4400,Kidal,1.4100,French troops landed at Kidal airport late on Tuesday evening and regained control of it without resistance.,Western Africa,AP,International,Non-violent transfer of territory,1,1585692283,2013
3391,Military Forces of Mali (2012-2013),Civilians (Mali),Mopti,Douentza,Douentza Commune,,,Mali,5768726,2013-01-28,MLI539,539,Violence against civilians,1,2,1,7,17,466,MLI,14.9951,Douentza,-2.9517,Malian troops murdered a Muslim religious leader in Nyminyana village just outside Douentza.,Western Africa,IRIN,International,Attack,2,1567462157,2013
3392,Rioters (Mali),Civilians (Mali),Tombouctou,Tombouctou,Tombouctou,,Arab Ethnic Group (Mali),Mali,5768741,2013-01-28,MLI543,543,Riots,0,2,5,7,57,466,MLI,16.7710,Timbuktu,-3.0060,Two Malians of Arab origin were badly beaten up on the outskirts of Timbuktu when attempting to flee.,Western Africa,IRIN,International,Mob violence,2,1567462157,2013
3393,Rioters (Mali),Civilians (Mali),Gao,Gao,Gao,,,Mali,5769303,2013-01-28,MLI542,542,Riots,3,1,5,7,57,466,MLI,16.2717,Gao,-0.0447,3 Arab men were beat up and left for dead by Malians suspecting them of being Islamist rebels.,Western Africa,IRIN,International,Mob violence,2,1567462158,2013
3394,Unidentified Armed Group (Mali),Civilians (Mali),Mopti,Mopti,Mopti Commune,,,Mali,5768802,2013-01-28,MLI541,541,Violence against civilians,15,1,3,7,37,466,MLI,14.5297,Sevare,-4.0922,15 Arab teenagers were summarily shot in Sevare as part of a series of attacks on Arabs presumed to be Islamist rebels.,Western Africa,IRIN,International,Attack,2,1567462157,2013
3395,Military Forces of France (2012-2017),,Tombouctou,Tombouctou,Tombouctou,Military Forces of Mali (2012-2013),,Mali,7027858,2013-01-28,MLI535,535,Strategic developments,0,1,8,0,80,466,MLI,16.7705,Timbuktu,-3.0056,Malian and French forces recapture Timbuktu,Western Africa,AFP,International,Non-violent transfer of territory,1,1585692283,2013
3396,Military Forces of France (2012-2017),Ansar Dine,Tombouctou,Tombouctou,Tombouctou,Military Forces of Mali (2012-2013),,Mali,7027859,2013-01-28,MLI536,536,Battles,0,1,8,2,28,466,MLI,16.7705,Timbuktu,-3.0056,Access points to the city of Timbuktu are now under the control of the armed forces deployed as part of the Operation Serval.,Western Africa,All Africa,Regional,Government regains territory,1,1585692283,2013
3397,MNLA: National Movement for the Liberation of Azawad,,Kidal,Kidal,Kidal,,,Mali,4913073,2013-01-28,MLI537,537,Strategic developments,0,1,2,0,20,466,MLI,18.4400,Kidal,1.4100,MNLA rebels now control Kidal following the departure of Islamist rebels.,Western Africa,All Africa,Regional,Non-violent transfer of territory,1,1552577496,2013
3398,Ansar Dine,Civilians (Mali),Tombouctou,Tombouctou,Tombouctou,,,Mali,4913074,2013-01-28,MLI538,538,Violence against civilians,0,1,2,7,27,466,MLI,16.7705,Timbuktu,-3.0056,Ansar Dine destroy priceless artefacts and buildings in Timbuktu.,Western Africa,All Africa,Regional,Attack,1,1552577496,2013
3399,Military Forces of Mali (2012-2013),Civilians (Mali),Mopti,Mopti,Konna,,,Mali,5769444,2013-01-28,MLI540,540,Strategic developments,0,1,1,7,17,466,MLI,14.9462,Kona,-3.8931,"Malian troops carry out summary arrests in Kona, targeting Arabs.",Western Africa,IRIN,International,Arrests,2,1567462158,2013
3400,Military Forces of France (2012-2017),AQIM: Al Qaeda in the Islamic Maghreb,Tombouctou,Tombouctou,Tombouctou,,,Mali,7027860,2013-01-27,MLI534,534,Explosions/Remote violence,0,1,8,2,28,466,MLI,16.7705,Timbuktu,-3.0056,French warplanes continue to bomb positions of Islamist groups in Timbuktu.,Western Africa,All Africa,Regional,Air/drone strike,1,1585692283,2013
3401,Military Forces of France (2012-2017),Ansar Dine,Gao,Gao,Gao,Military Forces of Mali (2012-2013),,Mali,7027861,2013-01-27,MLI531,531,Battles,0,1,8,2,28,466,MLI,16.2717,Gao,-0.0447,Malian and French troops have regained control of the whole city of Gao following strategic gains on Saturday.,Western Africa,AFP,International,Government regains territory,1,1585692283,2013
3402,Military Forces of France (2012-2017),Ansar Dine,Tombouctou,Tombouctou,Tombouctou,Military Forces of Mali (2012-2013),,Mali,7027862,2013-01-27,MLI532,532,Battles,0,1,8,2,28,466,MLI,16.7705,Timbuktu,-3.0056,Malian and French troops have regained control of Timbuktu airport.,Western Africa,AFP,International,Government regains territory,1,1585692283,2013
3403,Military Forces of France (2012-2017),Ansar Dine,Kidal,Kidal,Kidal,,,Mali,7027863,2013-01-27,MLI533,533,Explosions/Remote violence,0,1,8,2,28,466,MLI,18.4400,Kidal,1.4100,French troops carried out airstrikes on the Kidal Islamic military positions and hit the home of the Ansar Dine leader.,Western Africa,AFP,International,Air/drone strike,1,1585692283,2013
3404,Military Forces of France (2012-2017),Ansar Dine,Gao,Gao,Gao,,,Mali,7027864,2013-01-26,MLI528,528,Battles,25,1,8,2,28,466,MLI,16.2717,Gao,-0.0447,"French troops seize a strategic bridge in Gao, a stronghold from the Islamists. 25 Islamists killed.",Western Africa,AFP,International,Government regains territory,1,1585692283,2013
3405,Military Forces of France (2012-2017),Ansar Dine,Gao,Menaka,Menaka,Military Forces of Niger (2011-),,Mali,7027865,2013-01-26,MLI529,529,Battles,0,1,8,2,28,466,MLI,15.9182,Menaka,2.4022,Troops from Niger seized control of Menaka in a French-led offensive that drove the Islamists out of the city.,Western Africa,AFP,International,Non-state actor overtakes territory,1,1585692283,2013
3406,Military Forces of France (2012-2017),Ansar Dine,Gao,Gao,Gao,,,Mali,7027866,2013-01-26,MLI530,530,Battles,0,1,8,2,28,466,MLI,16.2717,Gao,-0.0447,"French troops seize Gao airport, a strategic stronghold from the Islamists.",Western Africa,All Africa,Regional,Government regains territory,1,1585692283,2013
3407,Military Forces of Mali (2012-2013),Civilians (Mali),Mopti,Mopti,Mopti Commune,,,Mali,5281603,2013-01-25,MLI526,526,Violence against civilians,31,1,1,7,17,466,MLI,14.5297,Sevare,-4.0922,Malian troops carrying out summary executions in Sevare. 31 people killed.,Western Africa,AFP,International,Attack,2,1561469185,2013
3408,MUJAO: Movement for Unity and Jihad in West Africa,Civilians (Mali),Gao,Ansongo,Ansongo,,,Mali,5281604,2013-01-25,MLI527,527,Explosions/Remote violence,0,1,2,7,27,466,MLI,15.6597,Ansongo,0.5022,Islamic extremists based in the Malian town of Ansongo have destroyed a bridge near the Niger border. No civilians harmed in explosion but some later fell into the hole left by the explosion and are being treated.,Western Africa,AP,International,Remote explosive/landmine/IED,1,1561469185,2013
3409,Military Forces of France (2012-2017),,Mopti,Douentza,Hombori,Military Forces of Mali (2012-2013),,Mali,7027867,2013-01-25,MLI525,525,Strategic developments,0,1,8,0,80,466,MLI,15.2790,Hombori,-1.7004,"French and Malian troops recapture Hombori, some 200 kilometres (125 miles) west of Gao.",Western Africa,AFP,International,Non-violent transfer of territory,1,1585692283,2013
3410,Military Forces of Mali (2012-2013),Civilians (Mali),Segou,Niono,Niono,,,Mali,5281601,2013-01-24,MLI522,522,Violence against civilians,0,1,1,7,17,466,MLI,14.2526,Niono,-5.9930,Malian forces beat up two Malian civilians in Niono.,Western Africa,AFP,International,Attack,1,1561469185,2013
3411,Military Forces of France (2012-2017),Ansar Dine,Gao,Gao,Gao,,,Mali,7027868,2013-01-24,MLI521,521,Explosions/Remote violence,0,1,8,2,28,466,MLI,16.2717,Gao,-0.0447,French troops carry out air strikes on Gao.,Western Africa,AFP,International,Air/drone strike,1,1585692283,2013
3412,Military Forces of France (2012-2017),AQIM: Al Qaeda in the Islamic Maghreb,Tombouctou,Tombouctou,Tombouctou,,,Mali,7027869,2013-01-24,MLI524,524,Explosions/Remote violence,0,1,8,2,28,466,MLI,16.7705,Timbuktu,-3.0056,French warplanes continue to bomb positions of Islamist groups in Timbuktu.,Western Africa,All Africa,Regional,Air/drone strike,1,1585692283,2013
3413,MIA: Islamic Movement of Azawad,,Kidal,Kidal,Kidal,Ansar Dine,,Mali,6273772,2013-01-24,MLI523,523,Strategic developments,0,2,2,0,20,466,MLI,18.4400,Kidal,1.4100,"Formation of armed group: MIA, a new rebel group was announced on Thursday following a split with Ansar Dine.",Western Africa,Le Monde,International,Change to group/activity,1,1572403726,2013
3414,Military Forces of France (2012-2017),AQIM: Al Qaeda in the Islamic Maghreb,Tombouctou,Tombouctou,Tombouctou,,,Mali,7027871,2013-01-22,MLI520,520,Battles,0,2,8,2,28,466,MLI,16.7705,Timbuktu,-3.0056,"France directly attacks Al-Qaeda in the Islamic Maghreb (AQIM), striking several targets including a ""militant command centre"".",Western Africa,AFP,International,Armed clash,1,1585692283,2013
3415,Military Forces of France (2012-2017),,Segou,Niono,Diabaly,Military Forces of Mali (2012-2013),,Mali,7027873,2013-01-21,MLI517,517,Strategic developments,0,1,8,0,80,466,MLI,14.6800,Diabaly,-6.0160,French & Malian troops enter & regain control of Diabali.,Western Africa,AFP,International,Non-violent transfer of territory,1,1585692283,2013
3416,Military Forces of France (2012-2017),,Mopti,Douentza,Douentza Commune,,,Mali,7027874,2013-01-21,MLI518,518,Strategic developments,0,1,8,0,80,466,MLI,14.9951,Douentza,-2.9517,Military Forces of France seized Douentza.,Western Africa,AFP,International,Non-violent transfer of territory,1,1585692283,2013
3417,Military Forces of Mali (2012-2013),Civilians (Mali),Mopti,Douentza,Douentza Commune,,,Mali,5566902,2013-01-21,MLI519,519,Violence against civilians,0,2,1,7,17,466,MLI,14.9951,Douentza,-2.9517,The imam Cheik Hama Alourou was abducted by Malian soldiers from a village near Douentza called Gnimi Gnama.,Western Africa,International Federation for Human Rights,Other,Abduction/forced disappearance,1,1563305275,2013
3418,Military Forces of France (2012-2017),Ansar Dine,Tombouctou,Tombouctou,Tombouctou,,,Mali,7027875,2013-01-20,MLI513,513,Explosions/Remote violence,2,1,8,2,28,466,MLI,16.7705,Timbuktu,-3.0056,"French troops continue air strikes over Tumbuktu. Several jihadists died and the residence of Kadhafi, which had become the headquarters of the Islamists, was destroyed.",Western Africa,AFP,International,Air/drone strike,1,1585692283,2013
3419,Military Forces of France (2012-2017),AQIM: Al Qaeda in the Islamic Maghreb,Tombouctou,Tombouctou,Tombouctou,,,Mali,7027876,2013-01-20,MLI514,514,Explosions/Remote violence,0,2,8,2,28,466,MLI,16.7705,Timbuktu,-3.0056,French forces bombed an Al-Qaeda in Islamic Maghreb (AQIM) base near Timbuktu.,Western Africa,AFP,International,Remote explosive/landmine/IED,1,1585692283,2013
3420,Military Forces of Mali (2012-2013),Ansar Dine,Mopti,Mopti,Konna,Military Forces of France (2012-2017),,Mali,7027877,2013-01-18,MLI511,511,Battles,0,1,1,2,12,466,MLI,14.9462,Kona,-3.8931,"Malian army, supported by French troops have regained control of Kona following a battle through the previous night.",Western Africa,AFP,International,Government regains territory,1,1585692283,2013
3421,Military Forces of France (2012-2017),,Segou,Niono,Diabaly,Military Forces of Mali (2012-2013),,Mali,7027878,2013-01-18,MLI512,512,Strategic developments,0,1,8,0,80,466,MLI,14.6800,Diabaly,-6.0160,Regional security sources declare that Malian & French troops have regained control of Diabali.,Western Africa,AFP,International,Non-violent transfer of territory,1,1585692283,2013
3422,Military Forces of Mali (2012-2013),,Mopti,Mopti,Konna,,,Mali,6316119,2013-01-17,MLI509,509,Strategic developments,0,1,1,0,10,466,MLI,14.9462,Kona,-3.8931,Mali soldiers claimed to have recaptured the central town of Konna.,Western Africa,Xinhua,International,Non-violent transfer of territory,1,1572403787,2013
3423,Military Forces of France (2012-2017),Ansar Dine,Segou,Niono,Diabaly,,,Mali,7027879,2013-01-17,MLI510,510,Explosions/Remote violence,0,1,8,2,28,466,MLI,14.6800,Diabaly,-6.0160,French troops continued airstrikes on the Islamist-held town of Diabali.,Western Africa,Xinhua,International,Air/drone strike,1,1585692283,2013
3424,Military Forces of Togo (2005-),,Bamako,Bamako,Bamako,Military Forces of Nigeria (1999-2015),,Mali,6705135,2013-01-17,MLI508,508,Strategic developments,0,1,8,0,80,466,MLI,12.6500,Bamako,-8.0000,"Movement of forces: 100 Nigerian and Togolese soldiers arrive in Bamako, the first contingents of the African-led MISMA force.",Western Africa,AFP,International,Change to group/activity,1,1578503458,2013
3425,Military Forces of Mali (2012-2013),Ansar Dine,Mopti,Mopti,Konna,Military Forces of Mali (2012-2013),,Mali,5281585,2013-01-16,MLI502,502,Battles,0,1,1,2,12,466,MLI,14.9462,Kona,-3.8931,"Fresh clashes erupted on Wednesday evening in Kona betwen Malian troops backed by French troops, against the Islamists.",Western Africa,AFP,International,Armed clash,1,1561469185,2013
3426,Military Forces of France (2012-2017),Ansar Dine,Bamako,Bamako,Bamako,,,Mali,7027880,2013-01-16,MLI507,507,Explosions/Remote violence,0,1,8,2,28,466,MLI,12.6500,Bamako,-8.0000,French air strikes occur over Bamako.,Western Africa,IRIN,International,Air/drone strike,1,1585692283,2013
3427,Military Forces of France (2012-2017),Ansar Dine,Segou,Niono,Diabaly,Military Forces of Mali (2012-2013),,Mali,7027881,2013-01-16,MLI503,503,Battles,0,1,8,2,28,466,MLI,14.6800,Diabaly,-6.0160,"French troops waged a ground battle Wednesday in Diabali, with Malian troops also in the city.",Western Africa,AFP,International,Armed clash,1,1585692283,2013
3428,Military Forces of France (2012-2017),Ansar Dine,Mopti,Mopti,Konna,,,Mali,7027882,2013-01-16,MLI504,504,Battles,6,2,8,2,28,466,MLI,14.9462,Kona,-3.8931,"French troops clashed with Islamists 20km from Kona. 6 Islamists killed, 8 vehicles seized & some others destroyed.",Western Africa,AFP,International,Armed clash,1,1585692283,2013
3429,Military Forces of France (2012-2017),,Segou,Segou,Markala,,,Mali,7027883,2013-01-16,MLI505,505,Strategic developments,0,2,8,0,80,466,MLI,13.6739,Markala,-6.0750,"The French military said it had secured a strategic bridge on the Niger river near the town of Markala, south of Diabaly, blocking a key route to Bamako.",Western Africa,AFP,International,Non-violent transfer of territory,1,1585692283,2013
3430,Military Forces of Mali (2012-2013),Ansar Dine,Mopti,Tenenkou,Togoro Kotia,Military Forces of France (2012-2017),,Mali,7027884,2013-01-16,MLI506,506,Battles,0,1,1,2,12,466,MLI,14.6116,Kala,-4.6285,Islamists seized control of Kala following a battle with French & Malian Troops.,Western Africa,All Africa,Regional,Non-state actor overtakes territory,1,1585692283,2013
3431,Military Forces of Mali (2012-2013),Civilians (Mali),Bamako,Bamako,Bamako,,,Mali,6705195,2013-01-15,MLI499,499,Violence against civilians,0,1,1,7,17,466,MLI,12.6500,Bamako,-8.0000,Malian security forces are carrying out abuses on civilians in Bamako.,Western Africa,AFP,International,Attack,1,1578503459,2013
3432,Military Forces of Mali (2012-2013),Civilians (Mali),Segou,Niono,Niono,,,Mali,5281584,2013-01-15,MLI500,500,Violence against civilians,1,1,1,7,17,466,MLI,14.2526,Niono,-5.9930,"Malian security forces are carrying out abuses on civilians in Niono, particularly Tuareg & Arab including murder.",Western Africa,AFP,International,Attack,1,1561469185,2013
3433,Military Forces of France (2012-2017),Ansar Dine,Tombouctou,Tombouctou,Tombouctou,,,Mali,7027885,2013-01-15,MLI497,497,Explosions/Remote violence,0,1,8,2,28,466,MLI,16.7705,Timbuktu,-3.0056,French troops continue air strikes over Tumbuktu.,Western Africa,AFP,International,Air/drone strike,1,1585692283,2013
3434,Military Forces of France (2012-2017),,Segou,Niono,Diabaly,Military Forces of Mali (2012-2013),,Mali,7027886,2013-01-15,MLI498,498,Strategic developments,0,1,8,0,80,466,MLI,14.6800,Diabaly,-6.0160,Movement of forces: France engages for the first time ground troops to retake Diabaly. Hundreds of soldiers from France and Mali head to the town.,Western Africa,AFP,International,Change to group/activity,1,1585692283,2013
3435,Tuareg Ethnic Militia (Mali),Military Forces of France (2012-2017),Segou,Niono,Diabaly,,,Mali,7027888,2013-01-15,MLI501,501,Battles,0,1,4,8,48,466,MLI,14.6800,Diabaly,-6.0160,French troops regain control of Diabali following fighting with Tuareg rebels. Tuaregs claim to have captured 20 French troops.,Western Africa,All Africa,Regional,Government regains territory,1,1585692283,2013
3436,Military Forces of Mali (2012-2013),Ansar Dine,Segou,Niono,Diabaly,,,Mali,5281573,2013-01-14,MLI486,486,Battles,0,1,1,2,12,466,MLI,14.6800,Diabaly,-6.0160,Malian troops seize control of Diabali following clashes with Ansar Dine.,Western Africa,AFP,International,Government regains territory,1,1561469185,2013
3437,Ansar Dine,,Segou,Niono,Dogofry,,,Mali,5281579,2013-01-14,MLI493,493,Strategic developments,0,1,2,0,20,466,MLI,14.8034,Alatana,-5.9348,Ansar Dine seized control of Alatona as they moved Southwards.,Western Africa,AP,International,Non-violent transfer of territory,1,1561469185,2013
3438,Military Forces of Mali (2012-2013),Civilians (Mali),Bamako,Bamako,Bamako,,,Mali,6705021,2013-01-14,MLI496,496,Violence against civilians,0,1,1,7,17,466,MLI,12.6500,Bamako,-8.0000,"Malian troops carried out abuses on civilians in Bamako, plundering homes and intimidating residents.",Western Africa,International Federation for Human Rights,Other,Attack,2,1578503458,2013
3439,Tuareg Ethnic Militia (Mali),Military Forces of France (2012-2017),Segou,Niono,Diabaly,,,Mali,7027889,2013-01-14,MLI495,495,Explosions/Remote violence,0,1,4,8,48,466,MLI,14.6800,Diabaly,-6.0160,"Tuareg rebels crossed into Mali from Mauritania and seized control of Diabali, despite French air strikes.",Western Africa,All Africa,Regional,Air/drone strike,1,1585692283,2013
3440,Military Forces of France (2012-2017),Ansar Dine,Segou,Niono,Diabaly,,,Mali,7027890,2013-01-14,MLI487,487,Explosions/Remote violence,0,1,8,2,28,466,MLI,14.6800,Diabaly,-6.0160,French troops carried out air strikes over night in Diabali in an attempt to oust rebels.,Western Africa,AFP,International,Air/drone strike,1,1585692283,2013
3441,Military Forces of France (2012-2017),Ansar Dine,Mopti,Douentza,Douentza Commune,,MUJAO: Movement for Unity and Jihad in West Africa,Mali,7027891,2013-01-14,MLI488,488,Explosions/Remote violence,0,1,8,2,28,466,MLI,14.9951,Douentza,-2.9517,French troops bomb Islamist rebels in Douentza.,Western Africa,AFP,International,Remote explosive/landmine/IED,1,1585692283,2013
3442,Military Forces of France (2012-2017),Ansar Dine,Gao,Gao,Gao,,,Mali,7027892,2013-01-14,MLI489,489,Explosions/Remote violence,60,1,8,2,28,466,MLI,16.2717,Gao,-0.0447,"Islamist rebels flee Gao, under pressure from French air strikes. 60 Islamists killed.",Western Africa,AFP,International,Air/drone strike,1,1585692283,2013
3443,Military Forces of France (2012-2017),Ansar Dine,Tombouctou,Tombouctou,Tombouctou,,,Mali,7027893,2013-01-14,MLI490,490,Explosions/Remote violence,0,1,8,2,28,466,MLI,16.7705,Timbuktu,-3.0056,"Islamist rebels flee Timbuktu, under pressure from French air strikes.",Western Africa,AFP,International,Air/drone strike,1,1585692283,2013
3444,Military Forces of France (2012-2017),MUJAO: Movement for Unity and Jihad in West Africa,Mopti,Douentza,Douentza Commune,,,Mali,7027894,2013-01-14,MLI491,491,Explosions/Remote violence,0,1,8,2,28,466,MLI,14.9951,Douentza,-2.9517,French air strikes destroyed the MUJAO headquarters in Douentza.,Western Africa,AFP,International,Air/drone strike,1,1585692283,2013
3445,Military Forces of France (2012-2017),Civilians (Mali),Mopti,Mopti,Konna,,,Mali,7027895,2013-01-14,MLI494,494,Explosions/Remote violence,7,1,8,7,78,466,MLI,14.9462,Kona,-3.8931,7 civilians killed in French air strikes since the French troops intervened.,Western Africa,AP,International,Air/drone strike,2,1585692283,2013
3446,Military Forces of France (2012-2017),Ansar Dine,Gao,Gao,Gao,,MUJAO: Movement for Unity and Jihad in West Africa,Mali,7027896,2013-01-13,MLI483,483,Explosions/Remote violence,0,1,8,2,28,466,MLI,16.2717,Gao,-0.0447,French troops bombed Islamist positions in Gao.,Western Africa,AFP,International,Remote explosive/landmine/IED,1,1585692283,2013
3447,Military Forces of France (2012-2017),Ansar Dine,Kidal,Kidal,Kidal,,,Mali,7027897,2013-01-13,MLI484,484,Explosions/Remote violence,0,2,8,2,28,466,MLI,18.4400,Kidal,1.4100,"French troops bombed Aghabo, 30 miles from Kidal, where rebels had stockpiles of munitions and fuel.",Western Africa,AFP,International,Remote explosive/landmine/IED,1,1585692283,2013
3448,Military Forces of France (2012-2017),Ansar Dine,Kidal,Kidal,Kidal,,MUJAO: Movement for Unity and Jihad in West Africa,Mali,7027898,2013-01-13,MLI485,485,Explosions/Remote violence,0,1,8,2,28,466,MLI,18.4400,Kidal,1.4100,French troops bombed Islamist positions in Kidal.,Western Africa,AFP,International,Remote explosive/landmine/IED,1,1585692283,2013
3449,Ansar Dine,Civilians (Mali),Tombouctou,Tombouctou,Tombouctou,MUJAO: Movement for Unity and Jihad in West Africa,,Mali,5281568,2013-01-12,MLI481,481,Violence against civilians,0,2,2,7,27,466,MLI,16.7705,Timbuktu,-3.0056,"Islamists are carrying out beatings, floggings and amputations in public squares around Timbuktu.",Western Africa,AP,International,Attack,2,1561469185,2013
3450,Military Forces of Nigeria (1999-2015),,Bamako,Bamako,Bamako,Military Forces of France (2012-2017),,Mali,7027899,2013-01-12,MLI482,482,Strategic developments,0,1,8,0,80,466,MLI,12.6500,Bamako,-8.0000,Movement of forces: Nigerian and French troops arrive at Bamako to reinforce the Malian armys efforts.,Western Africa,Xinhua,International,Change to group/activity,1,1585692283,2013
3451,Military Forces of France (2012-2017),Ansar Dine,Mopti,Mopti,Konna,Military Forces of Mali (2012-2013),MUJAO: Movement for Unity and Jihad in West Africa,Mali,7027901,2013-01-12,MLI475,475,Battles,111,1,8,2,28,466,MLI,14.9462,Kona,-3.8931,"100 rebels were killed in clashes between French troops, Malian troops and rebels in Kona. 11 Islamists were killed, including military leader Abdel Krim dit ""Kojak"" & 60 injured.",Western Africa,AFP,International,Armed clash,1,1585692283,2013
3452,Military Forces of France (2012-2017),Civilians (Mali),Mopti,Mopti,Konna,,,Mali,7027902,2013-01-12,MLI476,476,Violence against civilians,3,1,8,7,78,466,MLI,14.9462,Kona,-3.8931,"10 civilians were killed in the fighting between French troops and rebels in Kona on Saturday, including 3 children.",Western Africa,AFP,International,Attack,1,1585692283,2013
3453,Military Forces of France (2012-2017),Ansar Dine,Mopti,Mopti,Konna,,MUJAO: Movement for Unity and Jihad in West Africa,Mali,7027903,2013-01-12,MLI477,477,Battles,0,1,8,2,28,466,MLI,14.9462,Kona,-3.8931,French troops establish a firm hold of Kona following occupation earlier in the week by Islamists.,Western Africa,AP,International,Government regains territory,1,1585692283,2013
